SC,SN,EC,SM,SG,TK,LS,CD,NS,TS
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:37250,DERIVATIVE,68189,1800,OPT-BHAPET-27-Jul-2023-372.5-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:37500,DERIVATIVE,68190,1800,OPT-BHAPET-27-Jul-2023-375-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:37500,DERIVATIVE,68191,1800,OPT-BHAPET-27-Jul-2023-375-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:37750,DERIVATIVE,68192,1800,OPT-BHAPET-27-Jul-2023-377.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:37750,DERIVATIVE,68193,1800,OPT-BHAPET-27-Jul-2023-377.5-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:38000,DERIVATIVE,68194,1800,OPT-BHAPET-27-Jul-2023-380-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:38000,DERIVATIVE,68195,1800,OPT-BHAPET-27-Jul-2023-380-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:38250,DERIVATIVE,68196,1800,OPT-BHAPET-27-Jul-2023-382.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:38250,DERIVATIVE,68197,1800,OPT-BHAPET-27-Jul-2023-382.5-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:38500,DERIVATIVE,68198,1800,OPT-BHAPET-27-Jul-2023-385-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:38500,DERIVATIVE,68199,1800,OPT-BHAPET-27-Jul-2023-385-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:38750,DERIVATIVE,68200,1800,OPT-BHAPET-27-Jul-2023-387.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:38750,DERIVATIVE,68201,1800,OPT-BHAPET-27-Jul-2023-387.5-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:39000,DERIVATIVE,68202,1800,OPT-BHAPET-27-Jul-2023-390-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:39000,DERIVATIVE,68203,1800,OPT-BHAPET-27-Jul-2023-390-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:39250,DERIVATIVE,68204,1800,OPT-BHAPET-27-Jul-2023-392.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:39500,DERIVATIVE,68206,1800,OPT-BHAPET-27-Jul-2023-395-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:39500,DERIVATIVE,68207,1800,OPT-BHAPET-27-Jul-2023-395-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:39750,DERIVATIVE,68208,1800,OPT-BHAPET-27-Jul-2023-397.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:40000,DERIVATIVE,68210,1800,OPT-BHAPET-27-Jul-2023-400-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:PE:40000,DERIVATIVE,68211,1800,OPT-BHAPET-27-Jul-2023-400-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:40250,DERIVATIVE,68212,1800,OPT-BHAPET-27-Jul-2023-402.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:40500,DERIVATIVE,68214,1800,OPT-BHAPET-27-Jul-2023-405-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:40750,DERIVATIVE,68216,1800,OPT-BHAPET-27-Jul-2023-407.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:41000,DERIVATIVE,68222,1800,OPT-BHAPET-27-Jul-2023-410-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:41250,DERIVATIVE,68224,1800,OPT-BHAPET-27-Jul-2023-412.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:41500,DERIVATIVE,68228,1800,OPT-BHAPET-27-Jul-2023-415-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:41750,DERIVATIVE,68230,1800,OPT-BHAPET-27-Jul-2023-417.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:42000,DERIVATIVE,68232,1800,OPT-BHAPET-27-Jul-2023-420-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:42250,DERIVATIVE,68234,1800,OPT-BHAPET-27-Jul-2023-422.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:42500,DERIVATIVE,68236,1800,OPT-BHAPET-27-Jul-2023-425-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:42750,DERIVATIVE,68238,1800,OPT-BHAPET-27-Jul-2023-427.5-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:27-Jul-2023:CE:43000,DERIVATIVE,68240,1800,OPT-BHAPET-27-Jul-2023-430-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:PE:35000,DERIVATIVE,100515,1800,OPT-BHAPET-31-Aug-2023-350-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:CE:36000,DERIVATIVE,100522,1800,OPT-BHAPET-31-Aug-2023-360-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:PE:36000,DERIVATIVE,100523,1800,OPT-BHAPET-31-Aug-2023-360-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:CE:38000,DERIVATIVE,100538,1800,OPT-BHAPET-31-Aug-2023-380-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:PE:38000,DERIVATIVE,100539,1800,OPT-BHAPET-31-Aug-2023-380-PE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:CE:39000,DERIVATIVE,100546,1800,OPT-BHAPET-31-Aug-2023-390-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:CE:40000,DERIVATIVE,100554,1800,OPT-BHAPET-31-Aug-2023-400-CE,BPCL,5.0
BHAPET,BHARAT PETROLEUM CORPN LTD,NFO,BHAPET~O:31-Aug-2023:PE:40000,DERIVATIVE,100555,1800,OPT-BHAPET-31-Aug-2023-400-PE,BPCL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:10000,DERIVATIVE,67654,10500,OPT-BHEL-27-Jul-2023-100-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:10100,DERIVATIVE,67658,10500,OPT-BHEL-27-Jul-2023-101-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7000,DERIVATIVE,67569,10500,OPT-BHEL-27-Jul-2023-70-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7200,DERIVATIVE,67573,10500,OPT-BHEL-27-Jul-2023-72-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7300,DERIVATIVE,67575,10500,OPT-BHEL-27-Jul-2023-73-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7400,DERIVATIVE,67577,10500,OPT-BHEL-27-Jul-2023-74-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7500,DERIVATIVE,67579,10500,OPT-BHEL-27-Jul-2023-75-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7600,DERIVATIVE,67581,10500,OPT-BHEL-27-Jul-2023-76-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7700,DERIVATIVE,67583,10500,OPT-BHEL-27-Jul-2023-77-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7800,DERIVATIVE,67585,10500,OPT-BHEL-27-Jul-2023-78-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:7900,DERIVATIVE,67587,10500,OPT-BHEL-27-Jul-2023-79-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8000,DERIVATIVE,67588,10500,OPT-BHEL-27-Jul-2023-80-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8000,DERIVATIVE,67589,10500,OPT-BHEL-27-Jul-2023-80-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8100,DERIVATIVE,67591,10500,OPT-BHEL-27-Jul-2023-81-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8200,DERIVATIVE,67592,10500,OPT-BHEL-27-Jul-2023-82-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8200,DERIVATIVE,67599,10500,OPT-BHEL-27-Jul-2023-82-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8300,DERIVATIVE,67601,10500,OPT-BHEL-27-Jul-2023-83-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8400,DERIVATIVE,67602,10500,OPT-BHEL-27-Jul-2023-84-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8400,DERIVATIVE,67603,10500,OPT-BHEL-27-Jul-2023-84-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8500,DERIVATIVE,67606,10500,OPT-BHEL-27-Jul-2023-85-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8500,DERIVATIVE,67607,10500,OPT-BHEL-27-Jul-2023-85-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8600,DERIVATIVE,67610,10500,OPT-BHEL-27-Jul-2023-86-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8600,DERIVATIVE,67611,10500,OPT-BHEL-27-Jul-2023-86-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8700,DERIVATIVE,67618,10500,OPT-BHEL-27-Jul-2023-87-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8700,DERIVATIVE,67619,10500,OPT-BHEL-27-Jul-2023-87-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8800,DERIVATIVE,67620,10500,OPT-BHEL-27-Jul-2023-88-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8800,DERIVATIVE,67622,10500,OPT-BHEL-27-Jul-2023-88-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:8900,DERIVATIVE,67623,10500,OPT-BHEL-27-Jul-2023-89-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:8900,DERIVATIVE,67629,10500,OPT-BHEL-27-Jul-2023-89-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9000,DERIVATIVE,67630,10500,OPT-BHEL-27-Jul-2023-90-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:9000,DERIVATIVE,67631,10500,OPT-BHEL-27-Jul-2023-90-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9100,DERIVATIVE,67634,10500,OPT-BHEL-27-Jul-2023-91-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:9100,DERIVATIVE,67635,10500,OPT-BHEL-27-Jul-2023-91-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9200,DERIVATIVE,67636,10500,OPT-BHEL-27-Jul-2023-92-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9300,DERIVATIVE,67638,10500,OPT-BHEL-27-Jul-2023-93-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9400,DERIVATIVE,67640,10500,OPT-BHEL-27-Jul-2023-94-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9500,DERIVATIVE,67642,10500,OPT-BHEL-27-Jul-2023-95-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:PE:9500,DERIVATIVE,67643,10500,OPT-BHEL-27-Jul-2023-95-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9600,DERIVATIVE,67644,10500,OPT-BHEL-27-Jul-2023-96-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9700,DERIVATIVE,67648,10500,OPT-BHEL-27-Jul-2023-97-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9800,DERIVATIVE,67650,10500,OPT-BHEL-27-Jul-2023-98-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:27-Jul-2023:CE:9900,DERIVATIVE,67652,10500,OPT-BHEL-27-Jul-2023-99-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:31-Aug-2023:PE:8000,DERIVATIVE,98430,10500,OPT-BHEL-31-Aug-2023-80-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:31-Aug-2023:PE:8500,DERIVATIVE,98455,10500,OPT-BHEL-31-Aug-2023-85-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:31-Aug-2023:CE:9000,DERIVATIVE,98522,10500,OPT-BHEL-31-Aug-2023-90-CE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:31-Aug-2023:PE:9000,DERIVATIVE,98523,10500,OPT-BHEL-31-Aug-2023-90-PE,BHEL,5.0
BHEL,BHARAT HEAVY ELECTRICALS LTD,NFO,BHEL~O:31-Aug-2023:CE:9500,DERIVATIVE,98532,10500,OPT-BHEL-31-Aug-2023-95-CE,BHEL,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:20000,DERIVATIVE,67734,2500,OPT-BIOCON-27-Jul-2023-200-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:21000,DERIVATIVE,67743,2500,OPT-BIOCON-27-Jul-2023-210-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:21500,DERIVATIVE,67747,2500,OPT-BIOCON-27-Jul-2023-215-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:22000,DERIVATIVE,67751,2500,OPT-BIOCON-27-Jul-2023-220-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:22250,DERIVATIVE,67753,2500,OPT-BIOCON-27-Jul-2023-222.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:22500,DERIVATIVE,67755,2500,OPT-BIOCON-27-Jul-2023-225-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:22750,DERIVATIVE,67761,2500,OPT-BIOCON-27-Jul-2023-227.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:23000,DERIVATIVE,67762,2500,OPT-BIOCON-27-Jul-2023-230-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:23000,DERIVATIVE,67763,2500,OPT-BIOCON-27-Jul-2023-230-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:23250,DERIVATIVE,67765,2500,OPT-BIOCON-27-Jul-2023-232.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:23500,DERIVATIVE,67766,2500,OPT-BIOCON-27-Jul-2023-235-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:23500,DERIVATIVE,67767,2500,OPT-BIOCON-27-Jul-2023-235-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:23750,DERIVATIVE,67769,2500,OPT-BIOCON-27-Jul-2023-237.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:24000,DERIVATIVE,67770,2500,OPT-BIOCON-27-Jul-2023-240-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:24000,DERIVATIVE,67771,2500,OPT-BIOCON-27-Jul-2023-240-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:24250,DERIVATIVE,67773,2500,OPT-BIOCON-27-Jul-2023-242.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:24500,DERIVATIVE,67774,2500,OPT-BIOCON-27-Jul-2023-245-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:24500,DERIVATIVE,67775,2500,OPT-BIOCON-27-Jul-2023-245-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:24750,DERIVATIVE,67776,2500,OPT-BIOCON-27-Jul-2023-247.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:24750,DERIVATIVE,67777,2500,OPT-BIOCON-27-Jul-2023-247.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:25000,DERIVATIVE,67778,2500,OPT-BIOCON-27-Jul-2023-250-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:25000,DERIVATIVE,67779,2500,OPT-BIOCON-27-Jul-2023-250-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:25250,DERIVATIVE,67780,2500,OPT-BIOCON-27-Jul-2023-252.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:25250,DERIVATIVE,67781,2500,OPT-BIOCON-27-Jul-2023-252.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:25500,DERIVATIVE,67782,2500,OPT-BIOCON-27-Jul-2023-255-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:25500,DERIVATIVE,67783,2500,OPT-BIOCON-27-Jul-2023-255-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:25750,DERIVATIVE,67784,2500,OPT-BIOCON-27-Jul-2023-257.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:25750,DERIVATIVE,67785,2500,OPT-BIOCON-27-Jul-2023-257.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:26000,DERIVATIVE,67786,2500,OPT-BIOCON-27-Jul-2023-260-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:26000,DERIVATIVE,67787,2500,OPT-BIOCON-27-Jul-2023-260-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:26250,DERIVATIVE,67788,2500,OPT-BIOCON-27-Jul-2023-262.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:26250,DERIVATIVE,67789,2500,OPT-BIOCON-27-Jul-2023-262.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:26500,DERIVATIVE,67790,2500,OPT-BIOCON-27-Jul-2023-265-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:26500,DERIVATIVE,67791,2500,OPT-BIOCON-27-Jul-2023-265-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:26750,DERIVATIVE,67792,2500,OPT-BIOCON-27-Jul-2023-267.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:26750,DERIVATIVE,67793,2500,OPT-BIOCON-27-Jul-2023-267.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:27000,DERIVATIVE,67794,2500,OPT-BIOCON-27-Jul-2023-270-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:27000,DERIVATIVE,67795,2500,OPT-BIOCON-27-Jul-2023-270-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:27250,DERIVATIVE,67796,2500,OPT-BIOCON-27-Jul-2023-272.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:27250,DERIVATIVE,67797,2500,OPT-BIOCON-27-Jul-2023-272.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:27500,DERIVATIVE,67798,2500,OPT-BIOCON-27-Jul-2023-275-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:27500,DERIVATIVE,67799,2500,OPT-BIOCON-27-Jul-2023-275-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:27750,DERIVATIVE,67800,2500,OPT-BIOCON-27-Jul-2023-277.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:27750,DERIVATIVE,67801,2500,OPT-BIOCON-27-Jul-2023-277.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:28000,DERIVATIVE,67802,2500,OPT-BIOCON-27-Jul-2023-280-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:28000,DERIVATIVE,67803,2500,OPT-BIOCON-27-Jul-2023-280-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:28250,DERIVATIVE,67804,2500,OPT-BIOCON-27-Jul-2023-282.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:28250,DERIVATIVE,67805,2500,OPT-BIOCON-27-Jul-2023-282.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:28500,DERIVATIVE,67806,2500,OPT-BIOCON-27-Jul-2023-285-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:28500,DERIVATIVE,67807,2500,OPT-BIOCON-27-Jul-2023-285-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:28750,DERIVATIVE,67808,2500,OPT-BIOCON-27-Jul-2023-287.5-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:PE:28750,DERIVATIVE,67809,2500,OPT-BIOCON-27-Jul-2023-287.5-PE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:29000,DERIVATIVE,67810,2500,OPT-BIOCON-27-Jul-2023-290-CE,BIOCON,5.0
BIOCON,BIOCON LIMITED,NFO,BIOCON~O:27-Jul-2023:CE:29250,DERIVATIVE,67812,2500,OPT-BIOCON-27-Jul-2023-292.5-CE,BIOCON,5.0
