SC,SN,EC,SM,SG,TK,LS,CD,NS,TS
MEDHEA,MEDPLUS HEALTH SERVICES,BSE,MEDHEA,EQUITY,543427,1,MEDHEA,MEDPLUS,947.85
MEDHEA,MEDPLUS HEALTH SERVICES,NSE,MEDHEA,EQUITY,7254,1,MEDHEA,MEDPLUS,0.01
MEDMAT,MEDIA MATRIX WORLDWIDE LTD,BSE,MEDMAT,EQUITY,512267,1,MEDMAT,MMWL,14.53
MEDMAT,MEDIA MATRIX WORLDWIDE LTD,NSE,MEDMAT,EQUITY,1747,1,MEDMAT,MMWL,0.01
MEDREM,MEDICO REMEDIES LTD,BSE,MEDREM,EQUITY,540937,1,MEDREM,MEDICO,79.81
MEDREM,MEDICO REMEDIES LTD,NSE,MEDREM,EQUITY,9667,1,MEDREM,MEDICO,0.01
MEEENT,JMJ FINTECH LIMITED,BSE,MEEENT,EQUITY,538834,1,MEEENT,JMJFIN,17.67
MEEIND,MEERA INDUSTRIES LIMITED,BSE,MEEIND,EQUITY,540519,1,MEEIND,MEERA,56.77
MEESTE,MEENAKSHI STEEL INDUSTRIES LTD,BSE,MEESTE,EQUITY,512505,1,MEESTE,,10.5
MEFAGR,MEFCOM AGRO INDUSTRIES LTD,BSE,MEFAGR,EQUITY,511276,1,MEFAGR,MEFCOM,1.26
MEFCAP,MEFCOM CAPITAL MARKETS LTD,BSE,MEFCAP,EQUITY,531176,1,MEFCAP,MEFCOMCAP,19.46
MEGCOR,MEGA CORPORATION LTD,BSE,MEGCOR,EQUITY,531417,1,MEGCOR,MEGACOR,2.64
MEGF,MEGHMANI FINECHEM LIMITED,BSE,MEGF,EQUITY,543332,1,MEGF,MFL,1307.0
MEGF,MEGHMANI FINECHEM LIMITED,NSE,MEGF,EQUITY,5382,1,MEGF,MFL,0.01
MEGFI,MEGA FIN (INDIA) LTD,BSE,MEGFI,EQUITY,532105,1,MEGFI,MEGFI,9.31
MEGFLE,MEGA FLEX PLASTICS LIMITED,NSE,MEGFLE,EQUITY,10971,1,MEGFLE,MEGAFLEX,0.01
MEGFOO,MEGASTAR FOODS LTD,BSE,MEGFOO,EQUITY,541352,1,MEGFOO,MEGASTAR,304.25
MEGFOO,MEGASTAR FOODS LTD,NSE,MEGFOO,EQUITY,8156,1,MEGFOO,MEGASTAR,0.01
MEGINF,MEGLON INFRA-REAL (INDIA) LTD,BSE,MEGINF,EQUITY,511367,1,MEGINF,MEGLON,2.4
MEGLTD,MEGASOFT LIMITED,BSE,MEGLTD,EQUITY,532408,1,MEGLTD,MEGASOFT,36.06
MEGLTD,MEGASOFT LIMITED,NSE,MEGLTD,EQUITY,14793,1,MEGLTD,MEGASOFT,0.01
MEGND2,11.01% Meghalaya Energy Dec 30,BSE,MEGND2,EQUITY,960349,1,MEGND2,1101MECL30,1319999.94
MEGND3,MEGHALAYA ENERGY CORP 10.96,BSE,MEGND3,EQUITY,960495,1,MEGND3,1096ME31,1234200.0
MEGND5,MEGHALAYA ENERGY COR LTD 10.55,BSE,MEGND5,EQUITY,974749,1,MEGND5,1055MECL33,129900.0
MEGNIR,MEGA NIRMAN AND INDUSTRIES LTD,BSE,MEGNIR,EQUITY,539767,1,MEGNIR,MNIL,14.89
MEGORG,MEGHMANI ORGANICS LTD,BSE,MEGORG,EQUITY,543331,1,MEGORG,MOL,106.12
MEGORG,MEGHMANI ORGANICS LTD,NSE,MEGORG,EQUITY,5394,1,MEGORG,MOL,0.01
MEGRE1,MEGASOFT LTD RIGHTS ENTITLEMEN,BSE,MEGRE1,EQUITY,750664,1,MEGRE1,MEGA-RE,5.75
MEGRE1,MEGASOFT LTD RIGHTS ENTITLEMEN,NSE,MEGRE1,EQUITY,5069,1,MEGRE1,MEGA-RE,0.01
MEGSOF,MEGRI SOFT LIMITED,BSE,MEGSOF,EQUITY,539012,1,MEGSOF,MEGRISOFT,131.1
MEHHOU,MEHTA HOUSING FINANCE LTD,BSE,MEHHOU,EQUITY,511740,1,MEHHOU,MEHTAHG,178.5
MEHINT,MEHTA INTEGRATED FINANCE LTD,BSE,MEHINT,EQUITY,511377,1,MEHINT,MEHIF,22.63
MEHRUB,MEHTA RUBBER CHEMICA,BSE,MEHRUB,EQUITY,526536,1,MEHRUB,,4.2
MEHSEC,MEHTA SECURITIES LTD,BSE,MEHSEC,EQUITY,511738,1,MEHSEC,MEHSECU,30.42
MEHSUL,MEHTA SULFITES (IND),BSE,MEHSUL,EQUITY,530029,1,MEHSUL,,14.38
MEHTEC,MEHAI TECHNOLOGY LTD,BSE,MEHTEC,EQUITY,540730,1,MEHTEC,MEHAI,17.66
MELINF,MELSTAR INFORMATION TECHNOLOGI,BSE,MELINF,EQUITY,532307,1,MELINF,MELSTAR,2.56
MELINF,MELSTAR INFORMATION TECHNOLOGI,NSE,MELINF,EQUITY,7575,1,MELINF,MELSTAR,0.01
MENBEA,MENON BEARINGS LTD,BSE,MENBEA,EQUITY,523828,1,MENBEA,MENONBE,167.55
MENBEA,MENON BEARINGS LTD,NSE,MENBEA,EQUITY,6961,1,MENBEA,MENONBE,0.01
MENPIS,MENON PISTONS LTD,BSE,MENPIS,EQUITY,531727,1,MENPIS,MENNPIS,69.27
MEPINF,MEP INFRASTRUCTURE DEV LTD,BSE,MEPINF,EQUITY,539126,1,MEPINF,MEP,14.44
MEPINF,MEP INFRASTRUCTURE DEV LTD,NSE,MEPINF,EQUITY,8771,1,MEPINF,MEP,0.01
MERLAB,MERCURY LABORATORIES LIMITED,BSE,MERLAB,EQUITY,538964,1,MERLAB,MERCURYLAB,843.85
MERLIM,PROCTER AND GAMBLE HEALTH LTD,BSE,MERLIM,EQUITY,500126,1,MERLIM,PGHL,6286.4
MERLIM,PROCTER AND GAMBLE HEALTH LTD,NSE,MERLIM,EQUITY,940,1,MERLIM,PGHL,0.01
MERLIN,MERCATOR LIMITED,BSE,MERLIN,EQUITY,526235,1,MERLIN,MERCAT,0.88
MERLIN,MERCATOR LIMITED,NSE,MERLIN,EQUITY,11879,1,MERLIN,MERCATOR,0.01
MERMET,MERCURY EV-TECH LTD,BSE,MERMET,EQUITY,531357,1,MERMET,MERCURYEV,26.34
MERRE1,MERCURY METALS LTD RIGHT ENT,BSE,MERRE1,EQUITY,750725,1,MERRE1,MERMETL-RE,8.35
MERTRA,MERCURY TRADE LINKS LTD,BSE,MERTRA,EQUITY,512415,1,MERTRA,MERCTRD,3.25
MERVEN,MERCANTILE VENTURES LIMITED,BSE,MERVEN,EQUITY,538942,1,MERVEN,MERCANTILE,21.84
MESPHA,MESCO PHARMA. LTD,BSE,MESPHA,EQUITY,500274,1,MESPHA,,4.76
METALL,METKORE ALLOYS INDUSTRIES LTD,BSE,METALL,EQUITY,532990,1,METALL,METKORE,0.69
METALL,METKORE ALLOYS INDUSTRIES LTD,NSE,METALL,EQUITY,16767,1,METALL,METKORE,0.01
METBRA,METRO BRANDS LIMITED,BSE,METBRA,EQUITY,543426,1,METBRA,METROBRAND,1144.95
METBRA,METRO BRANDS LIMITED,NSE,METBRA,EQUITY,7242,1,METBRA,METROBRAND,0.01
METCOA,METAL COATINGS (INDIA) LTD,BSE,METCOA,EQUITY,531810,1,METCOA,METALCO,103.5
METFOR,METALYST FORGINGS LTD,BSE,METFOR,EQUITY,513335,1,METFOR,METALFORGE,3.05
METHEA,METROPOLIS HEALTHCARE LIMITED,BSE,METHEA,EQUITY,542650,1,METHEA,METROPOLIS,1617.0
METHEA,METROPOLIS HEALTHCARE LIMITED,NSE,METHEA,EQUITY,9581,1,METHEA,METROPOLIS,0.01
METIN,METALMAN INDUSTRIES LTD,BSE,METIN,EQUITY,513131,1,METIN,METAI,5.62
METIND,METROCHEM INDUSTRIES LTD,BSE,METIND,EQUITY,524683,1,METIND,METROCHE,48.75
METIND,METROCHEM INDUSTRIES LTD,NSE,METIND,EQUITY,2178,1,METIND,METROCHEM,0.01
METLIM,METROGLOBAL LIMITED,BSE,METLIM,EQUITY,500159,1,METLIM,METROGLOBL,108.96
METOVE,METROPOLI OVERSEAS,BSE,METOVE,EQUITY,514456,1,METOVE,,13.12
MEUKAR,MEUSE KARA & SUNGRACE MAFATLAL,BSE,MEUKAR,EQUITY,512253,1,MEUKAR,MEUSEKARA,1.05
MEWHI,MEWAR HI-TECH ENGINEERING LTD,BSE,MEWHI,EQUITY,540150,1,MEWHI,MHEL,52.5
MEWLEA,BRAHMAPUTRA INFRAPROJECT LIMIT,BSE,MEWLEA,EQUITY,531194,1,MEWLEA,BRAHMAINF,61.6
MEWPOL,MEWAR POLYTEX LTD,BSE,MEWPOL,EQUITY,531236,1,MEWPOL,MEWARPOL,74.55
MEWZIN,SIZEMASTERS TECHNOLOGY LIMITED,BSE,MEWZIN,EQUITY,513496,1,MEWZIN,SIZEMASTER,31.77
MFLN10,MANAPPURAM FIN S7 28JN17,BSE,MFLN10,EQUITY,934946,1,MFLN10,0MFL17G,1701.6
MFLN11,MANAPPURAM FIN S8 11.5 28JN19,BSE,MFLN11,EQUITY,934947,1,MFLN11,1150MFL19H,1142.4
MFLN12,MANAPPURAM FIN S9 12 28JN19,BSE,MFLN12,EQUITY,934948,1,MFLN12,12MFL19I,1236.0
MFLN13,MANAPPURAM FIN S10 28JN19,BSE,MFLN13,EQUITY,934949,1,MFLN13,0MFL19J,1260.0
MFLN14,MANAPPURAM FIN S11 28NV19,BSE,MFLN14,EQUITY,934950,1,MFLN14,0MFL19K,2382.0
MFLN15,MANAPPURAM FIN S1 10MY15,BSE,MFLN15,EQUITY,935020,1,MFLN15,0MFL2015,1348.2
MFLN16,MANAPPURAM FIN S2 11.5 05AP16,BSE,MFLN16,EQUITY,935022,1,MFLN16,115MFL2016,1201.2
MFLN17,MANAPPURAM FIN S3 12 05AP16,BSE,MFLN17,EQUITY,935024,1,MFLN17,12MFL2016,1322.4
MFLN18,MANAPPURAM FIN S4 05AP16,BSE,MFLN18,EQUITY,935026,1,MFLN18,0MFL2016,1488.0
MFLN19,MANAPPURAM FIN S5 12.25 05AP17,BSE,MFLN19,EQUITY,935028,1,MFLN19,1225MFL17,1203.6
MFLN20,MANAPPURAM FIN S6 12.5 05AP17,BSE,MFLN20,EQUITY,935030,1,MFLN20,125MFL17,1272.12
MFLN21,MANAPPURAM FIN S7 05AP17,BSE,MFLN21,EQUITY,935032,1,MFLN21,0MFL2017,1701.6
MFLN22,MANAPPURAM FIN S8 11.5 05AP19,BSE,MFLN22,EQUITY,935034,1,MFLN22,115MFL19,1200.0
MFLN23,MANAPPURAM FIN S9 12 05AP19,BSE,MFLN23,EQUITY,935036,1,MFLN23,12MFL19,1350.0
MFLN24,MANAPPURAM FIN S10 05AP19,BSE,MFLN24,EQUITY,935038,1,MFLN24,0MFL2019,2092.8
MFLN25,MANAPPURAM FIN S11 05FB20,BSE,MFLN25,EQUITY,935040,1,MFLN25,0MFL2020,2358.01
MFLN26,MANAPPURAM FIN S1 22NV15,BSE,MFLN26,EQUITY,935220,1,MFLN26,0MFL2015A,1333.2
MFLN27,MANAPPURAM FIN S2 11 18OT16,BSE,MFLN27,EQUITY,935222,1,MFLN27,11MFL2016B,1200.0
MFLN28,MANAPPURAM FIN S3 11.25 18OT16,BSE,MFLN28,EQUITY,935224,1,MFLN28,1125MFL16C,1353.6
MFLN29,MANAPPURAM FIN S4 18OT16,BSE,MFLN29,EQUITY,935226,1,MFLN29,0MFL2016D,1476.0
MFLN30,MANAPPURAM FIN S5 11.5 18OT17,BSE,MFLN30,EQUITY,935228,1,MFLN30,115MFL17E,1190.4
MFLN31,MANAPPURAM FIN S6 11.75 18OT17,BSE,MFLN31,EQUITY,935230,1,MFLN31,1175MFL17F,1320.0
MFLN32,MANAPPURAM FIN S7 18OT17,BSE,MFLN32,EQUITY,935232,1,MFLN32,0MFL17G,1656.0
MFLN33,MANAPPURAM FIN S8 11.25 18OT19,BSE,MFLN33,EQUITY,935234,1,MFLN33,1125MFL19H,1206.0
MFLN34,MANAPPURAM FIN S9 11.5 18OT19,BSE,MFLN34,EQUITY,935236,1,MFLN34,115MFL19I,1236.0
MFLN35,MANAPPURAM FIN S10 18OT19,BSE,MFLN35,EQUITY,935238,1,MFLN35,0MFL19JX,1870.8
MFLN36,MANAPPURAM FIN S11 18JN21,BSE,MFLN36,EQUITY,935240,1,MFLN36,0MFL2021K,2387.5
MFLN37,MANAPPURAM FIN S I  03JN20,BSE,MFLN37,EQUITY,936356,1,MFLN37,MFL29NOV18,1320.0
MFLN38,MANAPPURAM FIN S II 9.6 29NV21,BSE,MFLN38,EQUITY,936358,1,MFLN38,96MFL21,1200.0
MFLN39,10% Manappuram Fin. Nov 23,BSE,MFLN39,EQUITY,936360,1,MFLN39,10MFL23,1203.32
MFLN40,MANAPPURAM FIN S4 9.85 28NV20,BSE,MFLN40,EQUITY,936362,1,MFLN40,985MFL20,1308.0
MFLN41,MANAPPURAM FIN S V 10  29NV21,BSE,MFLN41,EQUITY,936364,1,MFLN41,10MFL21A,1312.2
MFLN42,10.4% Manappuram Fin. Nov 23,BSE,MFLN42,EQUITY,936366,1,MFLN42,1040MFL23,1276.56
MFLN43,MANAPPURAM FIN S7 9.85 28NV20,BSE,MFLN43,EQUITY,936368,1,MFLN43,MFL29NOV18A,1439.4
MFLN44,MANAPPURAM FIN S8 10 29NV21,BSE,MFLN44,EQUITY,936370,1,MFLN44,MFL29NOV18B,1589.4
MFLN45,10.4% Manappuram Fin. Nov 23,BSE,MFLN45,EQUITY,936372,1,MFLN45,MFL29NOV18C,1890.0
MFLN46,10.4% Manappuram Fin. Nov 25,BSE,MFLN46,EQUITY,936374,1,MFLN46,MFL29NOV18D,1878.0
MFLN47,MANAPPURAM FIN S1 9.35 06MR22,BSE,MFLN47,EQUITY,936480,1,MFLN47,935MFL22,1201.2
MFLN48,9.75% Manappuram Fin. Mar 24,BSE,MFLN48,EQUITY,936482,1,MFLN48,975MFL24,1200.0
MFLN49,MANAPPURAM FIN SIII 9.75 6MR22,BSE,MFLN49,EQUITY,936484,1,MFLN49,975MFL22A,1299.6
MFLN50,10.15% Manappuram Fin. Mar 24,BSE,MFLN50,EQUITY,936486,1,MFLN50,1015MFL24,1248.0
MFLN51,MANAPPURAM FIN SV 06MR22,BSE,MFLN51,EQUITY,936488,1,MFLN51,0MFL22,1572.04
MFLN52,0% Manappuram Fin. Mar 24,BSE,MFLN52,EQUITY,936490,1,MFLN52,0MFL24,1800.0
MFLN53,0% Manappuram Fin. May 26,BSE,MFLN53,EQUITY,936492,1,MFLN53,0MFL26,1882.8
MFLN54,9.75% Manappuram Home Nov 22,BSE,MFLN54,EQUITY,936947,1,MFLN54,975MHFL22,1200.0
MFLN55,10% Manappuram Home Nov 22,BSE,MFLN55,EQUITY,936949,1,MFLN55,10MHFL22,1305.6
MFLN56,0% Manappuram Home Nov 22,BSE,MFLN56,EQUITY,936951,1,MFLN56,0MHFL22,1578.0
MFLN57,10.25% Manappuram Home Nov 24,BSE,MFLN57,EQUITY,936953,1,MFLN57,1025MHFL24,1223.97
MFLN58,10.65% Manappuram Home Nov 24,BSE,MFLN58,EQUITY,936955,1,MFLN58,1065MHFL24,1362.6
MFLN59,0% Manappuram Home Nov 24,BSE,MFLN59,EQUITY,936957,1,MFLN59,0MHFL24,1715.98
MFLN60,0% Manappuram Home Sep 26,BSE,MFLN60,EQUITY,936959,1,MFLN60,0MHFL26,1740.0
MFLND1,MANAPURAM FIN 12CUM NCD 12OT12,BSE,MFLND1,EQUITY,934826,1,MFLND1,MFLNCD1,1349.53
MFLND2,MANAPURAM FIN 12% NCD 08SP13,BSE,MFLND2,EQUITY,934827,1,MFLND2,MFLNCD2,1370.52
MFLND3,MANAPURAM FIN 12.2 NCD 08SP13,BSE,MFLND3,EQUITY,934828,1,MFLND3,MFLNCD3,1260.73
MFLND4,MANAPPURAM FIN S1 04MR15,BSE,MFLND4,EQUITY,934940,1,MFLND4,0MFL2015A,1336.8
MFLND5,MANAPPURAM FIN S2 11.5 28JN16,BSE,MFLND5,EQUITY,934941,1,MFLND5,1150MFL16B,1200.0
MFLND6,MANAPPURAM FIN S3 12 28JN16,BSE,MFLND6,EQUITY,934942,1,MFLND6,12MFL16C,1332.0
MFLND7,MANAPPURAM FIN S4 28JN16,BSE,MFLND7,EQUITY,934943,1,MFLND7,0MFL16D,1488.0
MFLND8,MANAPPURAM FIN S5 12.25 28JN17,BSE,MFLND8,EQUITY,934944,1,MFLND8,1225MFL17E,1206.0
MFLND9,MANAPPURAM FIN S6 12.5 28JN17,BSE,MFLND9,EQUITY,934945,1,MFLND9,1250MFL17F,1342.2
MHMILL,MH MILLS & INDUSTRIES LTD,BSE,MHMILL,EQUITY,514242,1,MHMILL,MHMLIND,4.24
MICELE,MIC ELECTRONICS LIMITED,BSE,MICELE,EQUITY,532850,1,MICELE,MIC,23.97
MICELE,MIC ELECTRONICS LIMITED,NSE,MICELE,EQUITY,7165,1,MICELE,MICEL,0.01
MICENE,MICRO ENERGY (INDIA),BSE,MICENE,EQUITY,517483,1,MICENE,,2.1
MICFIN,SASTASUNDAR VENTURES LIMITED,BSE,MICFIN,EQUITY,533259,1,MICFIN,SASTASUNDR,338.15
MICFIN,SASTASUNDAR VENTURES LIMITED,NSE,MICFIN,EQUITY,20063,1,MICFIN,SASTASUNDR,0.01
MICFOR,MICRO FORGE (INDIA) LTD,BSE,MICFOR,EQUITY,522298,1,MICFOR,MICROMT,2.88
MICIND,MICROSE INDIA LIMITED,BSE,MICIND,EQUITY,523343,1,MICIND,MICROSE,10.5
MICPLA,MICRO PLANTAE LTD.,BSE,MICPLA,EQUITY,500276,1,MICPLA,,2.25
MICTEC,MICRO TECHNOLOGIES (INDIA) LTD,BSE,MICTEC,EQUITY,532494,1,MICTEC,MICROTECH,3.79
MICTEC,MICRO TECHNOLOGIES (INDIA) LTD,NSE,MICTEC,EQUITY,0,1,MICTEC,MICROTECH,0.01
MIDEAS,MIDEAST INDIA LTD,BSE,MIDEAS,EQUITY,500278,1,MIDEAS,,0.31
MIDENT,MIDVALLEY ENTERTAINMENT LIMITE,BSE,MIDENT,EQUITY,533310,1,MIDENT,MIDVAL,0.36
MIDFIN,MIDFIELD INDUSTRIES LIMITED,BSE,MIDFIN,EQUITY,533220,1,MIDFIN,MIDFIELD,12.65
MIDII,MID INDIA INDUSTRIES LIMITED,BSE,MIDII,EQUITY,500277,1,MIDII,MIDINDIA,9.43
MIDINF,MIDAS INFRA TRADE LIMITED,BSE,MIDINF,EQUITY,531192,1,MIDINF,MIDINFRA,1.2
MIDINT,MIDEAST INTEGRATED STEEL,BSE,MIDINT,EQUITY,540744,1,MIDINT,MESCON,10.05
MIDPHA,MIDAS PHARMASEC,BSE,MIDPHA,EQUITY,530257,1,MIDPHA,MIDAS,0.0
MIDPLA,MIDLAND PLASTICS,BSE,MIDPLA,EQUITY,523698,1,MIDPLA,MIDLANDP,3.88
MIDPOL,MIDLAND POLYMERS LTD,BSE,MIDPOL,EQUITY,531597,1,MIDPOL,MIDPOLY,25.09
MIDPOR,MID EAST PORTFOLIO MANAGEMENT,BSE,MIDPOR,EQUITY,526251,1,MIDPOR,MIDEASTP,3.93
MIGWEL,MIG-WELD & MACHINERY,BSE,MIGWEL,EQUITY,523433,1,MIGWEL,,0.0
MIHIND,MIHIKA INDUSTRIES LIMITED,BSE,MIHIND,EQUITY,538895,1,MIHIND,MIHIKA,27.09
MIHVAN,MIHIJAN VANASPATI,BSE,MIHVAN,EQUITY,519481,1,MIHVAN,MIHIJAM,7.2
MIKTEX,MIKADO TEXTILE INDUS,BSE,MIKTEX,EQUITY,514213,1,MIKTEX,,1.2
MILENT,COLORCHIPS NEW MEDIA LIMITED,BSE,MILENT,EQUITY,540023,1,MILENT,COLORCHIPS,7.75
MILFIN,MILGREY FIN,BSE,MILFIN,EQUITY,511018,1,MILFIN,,20.23
MILFUR,MILESTONE FURNITURE LIMITED,BSE,MILFUR,EQUITY,541337,1,MILFUR,MILEFUR,6.07
MILIND,MILTON INDUSTRIES LIMITED,NSE,MILIND,EQUITY,159,1,MILIND,MILTON,0.01
MILKFO,MILKFOOD LTD,BSE,MILKFO,EQUITY,507621,1,MILKFO,MLKFOOD,661.55
MILPLA,MPL PLASTICS LIMITED,BSE,MILPLA,EQUITY,526143,1,MILPLA,MPL,16.23
MILPLA,MPL PLASTICS LIMITED,NSE,MILPLA,EQUITY,6228,1,MILPLA,MILTONPLAS,0.01
MILSPE,MILK SPECIALITIES,BSE,MILSPE,EQUITY,519403,1,MILSPE,,1.31
MINBUS,MINDSPACE BUSINESS PARKS REIT,BSE,MINBUS,EQUITY,543217,1,MINBUS,MINDSPACE,363.58
MINBUS,MINDSPACE BUSINESS PARKS REIT,NSE,MINBUS,EQUITY,22308,1,MINBUS,MINDSPACE,0.01
MINCAP,MINDVISION CAPITAL LTD,BSE,MINCAP,EQUITY,530955,1,MINCAP,MINDVISCAP,11.6
MINCOR,MINDA CORPORATION LTD,BSE,MINCOR,EQUITY,538962,1,MINCOR,MINDACORP,353.2
MINCOR,MINDA CORPORATION LTD,NSE,MINCOR,EQUITY,25897,1,MINCOR,MINDACORP,0.01
MINDIA,MINI DIAMONDS (INDIA) LTD,BSE,MINDIA,EQUITY,523373,1,MINDIA,MINID,19.0
MINELE,MINTAGE ELECTRO EQUI,BSE,MINELE,EQUITY,517340,1,MINELE,MINTAGE,2.1
MINENG,MINAL INDUSTRIES LIMITED,BSE,MINENG,EQUITY,522235,1,MINENG,MINALIND,1.69
MINERA,MMTC LIMITED,BSE,MINERA,EQUITY,513377,1,MINERA,MMTC,37.96
MINERA,MMTC LIMITED,NSE,MINERA,EQUITY,17957,1,MINERA,MMTC,0.01
MINFI,MINDA FINANCE LIMITED,BSE,MINFI,EQUITY,539303,1,MINFI,MINDAFIN,16.65
MINFIN,MINOLTA FINANCE LTD.,BSE,MINFIN,EQUITY,532164,1,MINFIN,MINOLTAF,8.82
MINIFT,MINI NIFTY,NSE,MINIFT,EQUITY,S&P CNX NIFTYY,1,MINIFT,MINIFTY,0.01
MININD,UNO Minda Limited,BSE,MININD,EQUITY,532539,1,MININD,UNOMINDA,684.9
MININD,UNO Minda Limited,NSE,MININD,EQUITY,14154,1,MININD,UNOMINDA,0.01
MINLIM,MINDTREE LIMITED,BSE,MINLIM,EQUITY,532819,1,MINLIM,MINDTREE,3776.65
MINLIM,MINDTREE LIMITED,NSE,MINLIM,EQUITY,14356,1,MINLIM,MINDTREE,0.01
MINLTD,MINDTECK (INDIA) LTD,BSE,MINLTD,EQUITY,517344,1,MINLTD,MINDTECK,144.6
MINLTD,MINDTECK (INDIA) LTD,NSE,MINLTD,EQUITY,18053,1,MINLTD,MINDTECK,0.01
MINOFS,MMTC LTD OFS,BSE,MINOFS,EQUITY,51057,1,MINOFS,MMTC,0.0
MINRE1,MINDA INDUSTRIES RIGHTS ENTITL,BSE,MINRE1,EQUITY,750644,1,MINRE1,MINDA-RE,81.48
MINRE1,MINDA INDUSTRIES RIGHTS ENTITL,NSE,MINRE1,EQUITY,22386,1,MINRE1,MINDA-RE,0.01
MINSOF,MINI SOFT,BSE,MINSOF,EQUITY,523382,1,MINSOF,MINISOFT,0.38
MINTEC,MINDPOOL TECHNOLOGIES LIMITED,NSE,MINTEC,EQUITY,8900,1,MINTEC,MINDPOOL,0.01
MINTEX,MINAXI TEXTILES LTD,BSE,MINTEX,EQUITY,531456,1,MINTEX,MINAXI,1.74
MIPSEA,MIPCO SEAMLESS RINGS GUJARAT,BSE,MIPSEA,EQUITY,505797,1,MIPSEA,MPCOSEMB,9.39
MIR100,MIRAE ASSET NIF 100 VOL 30 ETF,BSE,MIR100,EQUITY,543858,1,MIR100,MANV30F,174.57
MIR100,MIRAE ASSET NIF 100 VOL 30 ETF,NSE,MIR100,EQUITY,14786,1,MIR100,MANV30F,0.01
MIR150,MIRAE ASSET NIF MIDCAP 150 ETF,BSE,MIR150,EQUITY,543481,1,MIR150,MAM150ETF,16.17
MIR150,MIRAE ASSET NIF MIDCAP 150 ETF,NSE,MIR150,EQUITY,8413,1,MIR150,MAM150ETF,0.01
MIRELE,MIRC ELECTRONICS LTD,BSE,MIRELE,EQUITY,500279,1,MIRELE,MIRCELECTR,21.2
MIRELE,MIRC ELECTRONICS LTD,NSE,MIRELE,EQUITY,2202,1,MIRELE,MIRCELECTR,0.01
MIRESG,MIRAE ASSET NIFTY100 ESG ETF,BSE,MIRESG,EQUITY,543246,1,MIRESG,MAESGETF,37.23
MIRESG,MIRAE ASSET NIFTY100 ESG ETF,NSE,MIRESG,EQUITY,1200,1,MIRESG,MAESGETF,0.01
MIRETF,MIRAE ASSET NIFTY 50 ETF,BSE,MIRETF,EQUITY,542131,1,MIRETF,MAN50ETF,241.71
MIRETF,MIRAE ASSET NIFTY 50 ETF,NSE,MIRETF,EQUITY,6353,1,MIRETF,MAN50ETF,0.01
MIRFIN,MIRAE ASSET NIFTY FIN SERV ETF,BSE,MIRFIN,EQUITY,543323,1,MIRFIN,MAFSETF,24.38
MIRFIN,MIRAE ASSET NIFTY FIN SERV ETF,NSE,MIRFIN,EQUITY,5220,1,MIRFIN,MAFSETF,0.01
MIRGOL,MIRAE ASSET GOLD ETF,BSE,MIRGOL,EQUITY,543781,1,MIRGOL,MAGOLDETF,69.32
MIRGOL,MIRAE ASSET GOLD ETF,NSE,MIRGOL,EQUITY,14286,1,MIRGOL,MAGOLDETF,0.01
MIRINT,MIRZA INTERNATIONAL LIMITED,BSE,MIRINT,EQUITY,526642,1,MIRINT,MIRZAINT,53.99
MIRINT,MIRZA INTERNATIONAL LIMITED,NSE,MIRINT,EQUITY,6665,1,MIRINT,MIRZAINT,0.01
MIRMAN,MIRAE ASSET MANUFACTURING ETF,BSE,MIRMAN,EQUITY,543454,1,MIRMAN,MAMFGETF,111.4
MIRMAN,MIRAE ASSET MANUFACTURING ETF,NSE,MIRMAN,EQUITY,7979,1,MIRMAN,MAMFGETF,0.01
MIRMIR,MIRCH TECHNOLOGIES INDIA LTD,BSE,MIRMIR,EQUITY,505336,1,MIRMIR,MIRCH,2.31
MIRN50,MIRAE ASSET NIFTY NEXT 50 ETF,BSE,MIRN50,EQUITY,542922,1,MIRN50,MANXT50ETF,530.18
MIRN50,MIRAE ASSET NIFTY NEXT 50 ETF,NSE,MIRN50,EQUITY,17181,1,MIRN50,MANXT50,0.01
MIRNIF,MIRAE ASSET NIFTY 8-13 YR ETF,BSE,MIRNIF,EQUITY,543875,1,MIRNIF,MAGS813ETF,29.34
MIRNIF,MIRAE ASSET NIFTY 8-13 YR ETF,NSE,MIRNIF,EQUITY,14938,1,MIRNIF,MAGS813ETF,0.01
MIRNYS,MIRAE ASSET NYSE FANG ETF,BSE,MIRNYS,EQUITY,543291,1,MIRNYS,MAFANG,75.84
MIRNYS,MIRAE ASSET NYSE FANG ETF,NSE,MIRNYS,EQUITY,3507,1,MIRNYS,MAFANG,0.01
MIRS50,MIRAE ASSET S AND P 500 50 ETF,BSE,MIRS50,EQUITY,543365,1,MIRS50,MASPTOP50,38.59
MIRS50,MIRAE ASSET S AND P 500 50 ETF,NSE,MIRS50,EQUITY,5782,1,MIRS50,MASPTOP50,0.01
MIRSIL,MIRAE ASSET SILVER ETF,BSE,MIRSIL,EQUITY,543922,1,MIRSIL,MASILVER,82.3
MIRSIL,MIRAE ASSET SILVER ETF,NSE,MIRSIL,EQUITY,16777,1,MIRSIL,MASILVER,0.01
MIRTEC,MIRAE ASSET HANG SENG TECH ETF,NSE,MIRTEC,EQUITY,7074,1,MIRTEC,MAHKTECH,0.01
MISDHA,MISHRA DHATU NIGAM LIMITED,BSE,MISDHA,EQUITY,541195,1,MISDHA,MIDHANI,352.95
